Row 1
	        TIME	      NRiter	      LSiter	         FPR	        FOPR	        FOPT	        FGPR	        FGPT	        FWPR	        FWPT
	         DAY	            	            	        PSIA	     STB/DAY	         STB	    MSCF/DAY	        MSCF	     STB/DAY	         STB
	            	            	            	            	            	            	            	            	            	            
	         530	    0.134107	     1.86782	           0	           0	  0.00318825	     146.547	     118.679	     44.8069	   0.0497184
	         540	    0.131097	     1.84145	           0	           0	  0.00311814	     144.826	     117.393	     48.3508	   0.0482646
	         550	    0.128288	     1.81875	           0	           0	  0.00305138	     142.874	     116.151	     51.2029	   0.0470821
	         560	     0.12565	     1.79926	           0	           0	  0.00298661	     141.014	     114.964	     53.8383	    0.045778
	         570	    0.123159	     1.78256	           0	           0	  0.00292417	      139.28	     113.852	     56.4028	   0.0444933
	         580	    0.120789	     1.76846	           0	           0	  0.00286427	     137.569	     112.773	     59.0915	   0.0433016
	         590	    0.118536	     1.75648	           0	           0	  0.00280761	     135.903	     111.814	     60.3466	   0.0421064
	         600	    0.116385	     1.83165	           0	           0	  0.00275283	     134.256	     110.909	     64.4083	   0.0409448
	         610	    0.114349	     1.96059	           0	           0	  0.00270091	     132.674	     110.005	     67.1135	   0.0398106
	         620	    0.112416	     2.12715	           0	           0	   0.0026504	     131.152	     109.076	     69.9043	   0.0387002
	         630	    0.110618	     2.32894	           0	           0	  0.00260263	      129.68	     108.128	     72.5379	   0.0376133
	         640	    0.108904	     2.54674	           0	           0	  0.00255554	     128.341	     107.163	     77.7758	   0.0365093
	         650	    0.107243	     2.77419	           0	           0	  0.00251194	     127.023	     106.225	     84.2839	   0.0354197
	         660	    0.105633	     3.00521	           0	           0	  0.00246814	     125.722	     105.298	      91.141	   0.0343405
	         663	    0.105164	     3.07432	           0	           0	  0.00245512	     125.303	     104.975	     93.3239	   0.0340178
	         669	    0.104226	     3.21292	           0	           0	  0.00242938	     124.335	     104.455	     97.6692	   0.0333851
	         679	    0.102722	     3.44037	           0	           0	  0.00238743	     122.661	     103.576	     107.238	   0.0323366
	         689	    0.101253	     3.66347	           0	           0	  0.00234649	     121.254	     102.659	     124.004	   0.0312642
	         699	   0.0998322	     3.87996	           0	           0	  0.00230622	      120.01	     101.747	     135.543	   0.0302179
	         709	   0.0984472	     4.08926	           0	           0	  0.00226683	     118.837	      100.87	     144.634	   0.0291898
	         719	   0.0971851	     4.29104	           0	           0	  0.00222852	     117.694	     100.008	     151.946	   0.0282296
	         720	   0.0970503	     4.31098	           0	           0	  0.00222472	      117.51	     99.8422	     152.621	   0.0281296
	         722	   0.0968045	     4.35082	           0	           0	  0.00221712	     117.303	     99.6795	      154.02	   0.0279393
	         726	   0.0963187	     4.42944	           0	           0	  0.00220209	     116.907	     99.3501	     156.567	   0.0275647
	         734	   0.0953495	     4.58179	           0	           0	  0.00217274	     116.114	     98.7057	     161.162	   0.0268352
	         744	    0.094161	     4.76391	           0	           0	  0.00213704	     115.117	     97.9065	     166.617	    0.025952
	         747	   0.0938132	     4.81761	           0	           0	  0.00212643	     114.751	     97.5956	     168.182	   0.0256865
	         753	   0.0931448	     4.92279	           0	           0	  0.00210557	     114.195	     97.1729	     171.273	   0.0251728
	         763	   0.0920388	     5.09019	           0	           0	  0.00207176	     113.241	     96.4841	     176.117	   0.0243476
	         773	   0.0918379	     5.25057	           0	           0	  0.00203888	     112.306	     95.7781	     180.542	   0.0235503
	         776	   0.0931845	     5.29801	           0	           0	   0.0020291	     111.956	     95.4707	     181.818	   0.0233103
	         782	   0.0958594	     5.39122	           0	           0	  0.00200989	     111.424	      95.109	     184.368	   0.0228473
	         792	    0.100121	     5.53764	           0	           0	  0.00197881	     110.545	     94.4904	     186.544	   0.0220991
	         802	     0.10419	     5.68428	           0	           0	   0.0019486	     109.668	     93.8157	     192.765	   0.0213664
	         812	    0.108102	     5.82143	           0	           0	  0.00191923	     108.816	     93.1629	     196.951	   0.0206426
	         822	    0.111877	     5.95423	           0	           0	   0.0018907	     107.988	      92.541	     201.658	   0.0199253
	         832	    0.115542	     6.08397	           0	           0	  0.00186297	     107.197	     91.9289	     205.485	   0.0192388
	         835	    0.116635	     6.12327	           0	           0	  0.00185471	     106.882	     91.5473	     206.538	   0.0190303
	         841	    0.118862	     9.71412	           0	           0	  0.00183852	     106.465	     91.1943	     209.064	   0.0186202
	         851	    0.122552	     11.5338	           0	           0	  0.00181262	     105.787	     90.5788	     212.663	   0.0179981
	         861	    0.126081	     12.4092	           0	           0	  0.00178815	     105.244	     90.0432	     211.033	   0.0175801
	         871	    0.129511	     12.8983	           0	           0	  0.00176516	     104.841	     89.6045	     211.253	    0.017256
	         881	    0.132927	     13.2277	           0	           0	   0.0017436	     104.552	     89.2362	     212.169	   0.0169822
	         891	    0.136081	      13.453	           0	           0	  0.00172323	     104.364	     88.9251	     217.337	   0.0167433
	         900	    0.138738	     13.6266	           0	           0	  0.00170578	     104.223	     88.6383	     221.826	   0.0165518

Row 16
	        TIME	        WWPR	        WWPR	        WWPR	        WWPR	        WWPR	        WWPR	        WWPR	        WWPR	        WWPT
	         DAY	     STB/DAY	     STB/DAY	     STB/DAY	     STB/DAY	     STB/DAY	     STB/DAY	     STB/DAY	     STB/DAY	         STB
	            	      PROD26	       PROD3	       PROD4	       PROD5	       PROD6	       PROD7	       PROD8	       PROD9	       INJE1
	           1	      19.274	  0.00966473	    0.014863	   0.0287107	    0.848973	           0	  0.00759397	     4.25308	           0
	        1.15	     19.2231	  0.00978757	    0.014703	   0.0289637	    0.858299	           0	   0.0076478	     4.28359	           0
	     1.39425	     18.9798	  0.00995107	   0.0146215	   0.0293565	    0.873731	           0	  0.00772805	     4.34144	           0
	     1.88275	     18.5981	   0.0102018	   0.0155394	   0.0299515	    0.899612	           0	  0.00785995	     4.43387	           0
	     2.85975	     18.0533	   0.0105791	   0.0167251	   0.0309907	    0.940996	           0	   0.0080542	     4.60743	           0
	     4.81374	     17.3781	    0.011242	   0.0183819	   0.0326828	      1.0012	           0	   0.0083691	     4.81742	           0
	     7.57518	     16.7599	   0.0121388	   0.0206399	   0.0349127	     1.07961	           0	  0.00880658	     5.07161	           0
	     12.7795	     16.4941	   0.0139864	   0.0245801	   0.0391831	      1.2362	           0	  0.00967064	     5.55119	           0
	     22.7795	     17.7807	   0.0154165	   0.0328283	   0.0469235	     1.34833	           0	   0.0115866	     6.65036	           0
	     32.7795	     20.3939	   0.0156426	   0.0434455	   0.0483448	     1.36176	           0	   0.0138181	     6.99221	           0
	     42.7795	     24.2725	   0.0161455	   0.0482051	   0.0492315	     1.37316	           0	   0.0140766	     7.03138	           0
	          50	     28.0008	   0.0166599	   0.0492517	   0.0502935	     1.38682	           0	   0.0141916	     7.05167	           0
	          60	     34.3607	   0.0173925	   0.0506797	   0.0518122	     1.41338	           0	   0.0145938	     7.09237	           0
	          70	     41.0622	     0.01813	   0.0520738	   0.0532773	     1.44825	           0	   0.0151316	     7.16236	           0
	          80	     48.0105	   0.0188765	   0.0534593	   0.0547114	     1.48564	           0	   0.0157239	     7.25748	           0
	          90	     55.2226	   0.0196147	   0.0549519	   0.0561032	     1.52351	           0	   0.0163502	     7.35503	           0
	         100	     61.9696	   0.0204136	     0.05658	   0.0574969	     1.56641	           0	   0.0169707	     7.48579	           0
	         110	     67.8272	   0.0212036	     0.05828	    0.058937	     1.61302	           0	   0.0175635	     7.62445	           0
	         115	     70.9889	   0.0215948	    0.059208	   0.0596772	     1.63677	           0	   0.0178568	     7.69367	           0
	         120	      73.845	    0.021984	   0.0600707	   0.0604044	     1.66087	           0	   0.0181406	     7.77459	           0
	         125	     76.4817	   0.0223765	   0.0609484	   0.0611215	     1.68525	           0	   0.0184279	     7.86187	           0
	         130	     78.9227	   0.0227649	   0.0620058	   0.0618586	      1.7104	           0	   0.0187229	     7.95683	           0
	         140	     83.2124	   0.0235587	   0.0642297	   0.0634568	     1.76381	           0	   0.0194383	     8.23394	           0
	         150	     86.9108	   0.0244117	   0.0666543	   0.0652599	     1.82121	           0	   0.0202491	     8.59485	           0
	         160	     90.1427	   0.0254041	   0.0692092	   0.0672182	     1.88573	           0	   0.0211115	     9.07836	           0
	         170	     92.9818	   0.0262746	   0.0719507	   0.0693796	     1.95943	           0	   0.0220269	     17.9835	           0
	         180	     95.4875	    0.027173	   0.0747954	   0.0716388	     1.91458	           0	   0.0229635	     29.3628	           0
	         190	     97.7633	   0.0280803	   0.0778076	   0.0738745	     1.84515	           0	   0.0238769	     38.7495	           0
	         200	     99.6797	   0.0283357	   0.0810701	   0.0760865	     1.77952	           0	   0.0248125	     47.2351	           0
	         210	     101.216	   0.0271038	   0.0842142	   0.0782542	     1.71742	           0	   0.0256916	     54.3473	           0
	         220	     102.501	   0.0259949	   0.0873188	    0.080608	     1.65793	           0	   0.0264785	     60.0249	           0
	         230	     103.553	   0.0249559	   0.0903851	   0.0829492	     1.60038	           0	   0.0271869	     64.4543	           0
	         240	     104.038	   0.0239607	   0.0937152	    0.085847	     1.54028	           0	   0.0277568	      68.778	           0
	         250	     104.285	    0.023024	    0.097051	   0.0888874	     1.49327	           0	    0.028246	     72.1276	           0
	         260	     104.218	   0.0220721	    0.119881	   0.0921263	     1.43889	           0	   0.0287065	     74.4053	           0
	         270	      103.78	   0.0211346	    0.138229	   0.0954534	     1.38695	           0	   0.0290008	     75.9385	           0
	         280	     103.813	   0.0202044	    0.192151	   0.0964294	      1.3352	           0	   0.0298405	     76.4302	           0
	         290	     103.011	   0.0192847	    0.231262	   0.0981111	      1.2847	           0	   0.0304216	     77.2334	           0
	         300	     102.397	   0.0183942	    0.272737	   0.0986186	     1.23478	           0	   0.0307467	     77.9133	           0
	         301	     102.387	  0.00147325	    -0.05932	  0.00298656	    0.146537	           0	-0.000604376	     10.7862	           0
	     301.307	     102.373	  0.00143412	  -0.0597448	  0.00279235	    0.143895	           0	-0.000634496	     10.8583	           0
	      301.92	     102.344	  0.00138627	  -0.0603858	  0.00258563	    0.141007	           0	-0.000658419	     11.0948	           0
	     303.102	     102.296	  0.00133495	  -0.0613544	  0.00234822	    0.137477	           0	-0.000674782	      11.424	           0
	         305	     102.247	  0.00128784	  -0.0609247	  0.00208145	    0.133396	           0	-0.000685696	     11.7261	           0
	     308.796	     102.266	  0.00123553	  -0.0627106	  0.00172251	    0.127362	           0	-0.000824298	     11.9704	           0
	         310	     102.217	  0.00122177	  -0.0631718	  0.00162974	    0.125555	           0	-0.000829516	     12.0235	           0
	     312.408	     102.287	  0.00119954	  -0.0640217	  0.00148142	    0.122516	           0	-0.000841127	     12.0994	           0
	         315	     102.369	  0.00117882	  -0.0647556	  0.00135822	    0.119661	           0	-0.000854835	     12.1743	           0
	         320	     102.734	  0.00114178	  -0.0658397	  0.00120053	    0.115187	           0	-0.000885323	     12.3592	           0
